# Parameters: bear_hp=420, hp_mult=1.35, def_add=20, boss_hp=2526, boss_def=200, sim_count=2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trial_id,result,reached_wave,boss_remaining_hp,total_kills,remaining_monsters,remaining_life,total_turns,total_towers_count,tier1_count,tier2_count,tier3_count,buff_add_Fire,buff_add_Ice,buff_add_Physics,buff_add_Electric,buff_mult_Fire,buff_mult_Ice,buff_mult_Physics,buff_mult_Electric,tile_0_status,tile_1_status,tile_2_status,tile_3_status,tile_4_status,tile_5_status,tile_6_status,tile_7_status,tile_8_status,tile_9_status,tile_10_status,tile_11_status,tile_12_status,tile_13_status,tile_14_status,tile_15_status,tile_16_status,tile_17_status,tile_18_status,tile_19_status,tile_20_status,tile_21_status,tile_22_status,tile_23_status,tile_24_status,tile_25_status,tile_26_status,tile_27_status,tile_28_status,tile_29_status,tile_30_status,tile_31_status,tile_32_status,tile_33_status,tile_34_status,tile_35_status
1798,LOSS,8,650.4,39,12,0,60,29,11,13,5,90,0,0,30,0.4,0.0,0.0,0.0,EMPTY,TOW_03_T2(DMG:54.2),TOW_01_T1(DMG:109.5),TOW_02_T2(DMG:46.5),TOW_01_T1(DMG:109.5),TOW_03_T1(DMG:23.2),TOW_04_T3(DMG:119.9),TOW_02_T2(DMG:61.5),TOW_01_T2(DMG:169.0),EMPTY,TOW_01_T2(DMG:129.0),TOW_02_T2(DMG:106.5),TOW_04_T3(DMG:119.9),TOW_03_T1(DMG:23.2),TOW_01_T1(DMG:109.5),TOW_02_T2(DMG:46.5),TOW_01_T3(DMG:168.0),TOW_03_T1(DMG:23.2),EMPTY,TOW_02_T1(DMG:23.2),TOW_01_T2(DMG:129.0),TOW_02_T2(DMG:61.5),TOW_01_T1(DMG:109.5),TOW_03_T2(DMG:54.2),TOW_04_T1(DMG:57.9),TOW_02_T2(DMG:106.5),TOW_01_T1(DMG:109.5),EMPTY,TOW_01_T3(DMG:168.0),EMPTY,TOW_04_T2(DMG:81.2),TOW_03_T2(DMG:54.2),TOW_01_T1(DMG:109.5),EMPTY,EMPTY,TOW_03_T3(DMG:100.8)
1799,LOSS,8,484.2,39,9,0,58,24,6,11,7,0,60,30,0,0.6,0.2,0.0,0.0,EMPTY,EMPTY,EMPTY,TOW_02_T1(DMG:85.5),TOW_01_T3(DMG:84.0),EMPTY,TOW_04_T3(DMG:87.0),EMPTY,TOW_01_T2(DMG:52.0),EMPTY,TOW_01_T2(DMG:82.0),TOW_02_T3(DMG:153.5),EMPTY,TOW_03_T3(DMG:127.5),TOW_01_T2(DMG:52.0),EMPTY,TOW_01_T2(DMG:52.0),TOW_03_T2(DMG:362.5),EMPTY,TOW_02_T2(DMG:111.0),TOW_01_T2(DMG:82.0),TOW_02_T1(DMG:85.5),EMPTY,TOW_03_T2(DMG:362.5),TOW_04_T2(DMG:49.5),TOW_02_T2(DMG:126.0),TOW_01_T2(DMG:42.0),EMPTY,TOW_01_T1(DMG:21.0),TOW_02_T1(DMG:85.5),TOW_04_T1(DMG:27.0),TOW_03_T1(DMG:52.5),EMPTY,TOW_02_T3(DMG:153.5),TOW_01_T3(DMG:84.0),TOW_03_T3(DMG:127.5)
1800,LOSS,8,445.2,43,7,0,63,29,11,12,6,0,0,60,0,0.2,0.4,0.6,0.0,EMPTY,TOW_03_T3(DMG:199.8),TOW_01_T1(DMG:17.5),TOW_02_T1(DMG:29.3),TOW_01_T1(DMG:17.5),TOW_03_T1(DMG:92.2),TOW_04_T2(DMG:51.1),TOW_02_T2(DMG:73.5),TOW_01_T2(DMG:35.0),EMPTY,TOW_01_T1(DMG:17.5),TOW_02_T2(DMG:118.5),TOW_04_T3(DMG:89.9),TOW_03_T2(DMG:415.2),EMPTY,TOW_02_T2(DMG:58.5),TOW_01_T1(DMG:17.5),TOW_03_T1(DMG:92.2),EMPTY,TOW_02_T2(DMG:58.5),TOW_01_T2(DMG:45.0),TOW_02_T3(DMG:107.3),TOW_01_T1(DMG:17.5),TOW_03_T2(DMG:135.2),TOW_04_T1(DMG:27.9),EMPTY,TOW_01_T3(DMG:70.0),EMPTY,TOW_01_T2(DMG:35.0),EMPTY,TOW_04_T2(DMG:51.1),TOW_03_T3(DMG:719.8),TOW_01_T2(DMG:35.0),TOW_02_T1(DMG:29.3),TOW_01_T1(DMG:17.5),TOW_03_T3(DMG:719.8)
1801,LOSS,8,1328.9,37,10,0,56,26,13,6,7,30,0,0,30,0.4,0.6,0.0,0.0,EMPTY,TOW_03_T1(DMG:22.5),EMPTY,TOW_02_T2(DMG:63.0),TOW_01_T1(DMG:49.0),TOW_03_T2(DMG:52.5),TOW_04_T3(DMG:297.0),TOW_02_T1(DMG:31.5),TOW_01_T1(DMG:49.0),EMPTY,TOW_01_T3(DMG:186.0),EMPTY,EMPTY,TOW_03_T2(DMG:52.5),TOW_01_T2(DMG:68.0),EMPTY,TOW_01_T3(DMG:126.0),TOW_03_T1(DMG:22.5),EMPTY,TOW_02_T1(DMG:31.5),TOW_01_T3(DMG:106.0),TOW_02_T3(DMG:143.0),TOW_01_T2(DMG:68.0),EMPTY,TOW_04_T1(DMG:57.0),TOW_02_T3(DMG:143.0),TOW_01_T1(DMG:49.0),EMPTY,EMPTY,TOW_02_T2(DMG:63.0),TOW_04_T1(DMG:57.0),TOW_03_T1(DMG:22.5),TOW_01_T3(DMG:186.0),TOW_02_T1(DMG:31.5),TOW_01_T1(DMG:49.0),TOW_03_T1(DMG:22.5)
1802,LOSS,8,1031.7,39,8,0,59,27,11,9,7,30,0,0,0,0.0,0.0,1.0,0.0,EMPTY,TOW_03_T2(DMG:87.5),TOW_01_T1(DMG:45.0),TOW_02_T1(DMG:22.5),TOW_01_T2(DMG:60.0),TOW_03_T2(DMG:87.5),TOW_04_T1(DMG:27.0),EMPTY,TOW_01_T1(DMG:45.0),EMPTY,EMPTY,TOW_02_T3(DMG:192.5),TOW_04_T2(DMG:49.5),TOW_03_T3(DMG:162.5),TOW_01_T1(DMG:45.0),TOW_02_T1(DMG:22.5),TOW_01_T2(DMG:60.0),TOW_03_T2(DMG:87.5),EMPTY,TOW_02_T1(DMG:22.5),EMPTY,TOW_02_T2(DMG:105.0),TOW_01_T3(DMG:90.0),TOW_03_T3(DMG:682.5),TOW_04_T2(DMG:49.5),EMPTY,TOW_01_T1(DMG:45.0),EMPTY,TOW_01_T3(DMG:110.0),EMPTY,TOW_04_T1(DMG:27.0),TOW_03_T1(DMG:37.5),TOW_01_T1(DMG:45.0),TOW_02_T3(DMG:110.0),TOW_01_T2(DMG:60.0),TOW_03_T3(DMG:162.5)
1803,LOSS,8,1276.6,38,11,0,60,25,11,5,9,30,0,0,0,0.0,1.6,0.0,0.0,EMPTY,TOW_03_T1(DMG:22.5),TOW_01_T1(DMG:45.0),TOW_02_T3(DMG:170.5),TOW_01_T2(DMG:60.0),EMPTY,TOW_04_T2(DMG:49.5),TOW_02_T1(DMG:46.5),EMPTY,EMPTY,TOW_01_T3(DMG:90.0),TOW_02_T2(DMG:93.0),TOW_04_T1(DMG:27.0),TOW_03_T1(DMG:22.5),EMPTY,TOW_02_T3(DMG:170.5),TOW_01_T1(DMG:45.0),TOW_03_T3(DMG:97.5),EMPTY,TOW_02_T3(DMG:170.5),EMPTY,TOW_02_T3(DMG:170.5),TOW_01_T1(DMG:45.0),TOW_03_T2(DMG:52.5),TOW_04_T1(DMG:27.0),TOW_02_T3(DMG:170.5),EMPTY,EMPTY,TOW_01_T1(DMG:45.0),EMPTY,TOW_04_T1(DMG:27.0),TOW_03_T3(DMG:97.5),TOW_01_T2(DMG:100.0),TOW_02_T1(DMG:46.5),TOW_01_T3(DMG:90.0),EMPTY
1804,LOSS,8,1332.2,35,10,0,55,28,10,13,5,0,0,0,0,0.0,0.2,0.2,0.0,EMPTY,EMPTY,TOW_01_T2(DMG:30.0),TOW_02_T1(DMG:25.5),EMPTY,TOW_03_T3(DMG:630.5),TOW_04_T2(DMG:229.5),TOW_02_T2(DMG:66.0),TOW_01_T2(DMG:30.0),EMPTY,TOW_01_T1(DMG:15.0),TOW_02_T1(DMG:25.5),TOW_04_T2(DMG:49.5),TOW_03_T1(DMG:25.5),TOW_01_T1(DMG:15.0),TOW_02_T2(DMG:51.0),TOW_01_T3(DMG:140.0),TOW_03_T2(DMG:339.5),EMPTY,TOW_02_T1(DMG:25.5),TOW_01_T1(DMG:15.0),TOW_02_T2(DMG:111.0),TOW_01_T1(DMG:15.0),TOW_03_T2(DMG:59.5),TOW_04_T2(DMG:49.5),TOW_02_T3(DMG:93.5),TOW_01_T1(DMG:15.0),EMPTY,TOW_01_T2(DMG:70.0),TOW_02_T3(DMG:93.5),TOW_04_T1(DMG:27.0),TOW_03_T2(DMG:59.5),EMPTY,TOW_02_T3(DMG:121.0),EMPTY,TOW_03_T2(DMG:339.5)
1805,LOSS,8,687.8,37,9,0,57,25,9,10,6,0,0,90,0,0.0,0.0,0.8,0.0,EMPTY,TOW_03_T2(DMG:172.2),TOW_01_T1(DMG:15.5),EMPTY,TOW_01_T2(DMG:31.0),EMPTY,TOW_04_T2(DMG:51.1),TOW_02_T3(DMG:85.2),TOW_01_T2(DMG:31.0),EMPTY,TOW_01_T2(DMG:31.0),TOW_02_T2(DMG:46.5),EMPTY,TOW_03_T1(DMG:125.2),TOW_01_T2(DMG:71.0),TOW_02_T3(DMG:85.2),TOW_01_T2(DMG:71.0),TOW_03_T3(DMG:762.8),EMPTY,TOW_02_T1(DMG:23.2),TOW_01_T1(DMG:15.5),TOW_02_T1(DMG:23.2),EMPTY,TOW_03_T3(DMG:1282.8),EMPTY,EMPTY,TOW_01_T3(DMG:142.0),EMPTY,TOW_01_T2(DMG:71.0),TOW_02_T1(DMG:23.2),TOW_04_T1(DMG:27.9),TOW_03_T3(DMG:242.8),EMPTY,TOW_02_T1(DMG:23.2),TOW_01_T1(DMG:15.5),TOW_03_T2(DMG:452.3)
1806,LOSS,8,1282.4,38,10,0,57,25,9,7,9,60,0,30,0,0.2,0.0,0.4,0.0,EMPTY,EMPTY,TOW_01_T2(DMG:94.0),TOW_02_T3(DMG:82.5),EMPTY,TOW_03_T2(DMG:96.5),TOW_04_T1(DMG:27.0),EMPTY,TOW_01_T2(DMG:134.0),EMPTY,EMPTY,TOW_02_T2(DMG:45.0),TOW_04_T1(DMG:27.0),TOW_03_T3(DMG:673.5),TOW_01_T1(DMG:77.0),TOW_02_T3(DMG:110.0),TOW_01_T1(DMG:77.0),TOW_03_T1(DMG:58.5),EMPTY,TOW_02_T3(DMG:110.0),TOW_01_T1(DMG:77.0),EMPTY,TOW_01_T2(DMG:134.0),TOW_03_T3(DMG:673.5),TOW_04_T1(DMG:27.0),TOW_02_T2(DMG:45.0),TOW_01_T3(DMG:128.0),EMPTY,TOW_01_T1(DMG:77.0),TOW_02_T1(DMG:22.5),TOW_04_T3(DMG:267.0),EMPTY,TOW_01_T2(DMG:94.0),EMPTY,TOW_01_T3(DMG:148.0),TOW_03_T3(DMG:153.5)
1807,LOSS,8,1060.2,37,11,0,57,28,12,10,6,30,60,30,0,0.0,0.2,0.0,0.0,EMPTY,TOW_03_T1(DMG:52.5),TOW_01_T2(DMG:60.0),TOW_02_T2(DMG:111.0),TOW_01_T1(DMG:45.0),TOW_03_T2(DMG:82.5),TOW_04_T2(DMG:49.5),EMPTY,TOW_01_T2(DMG:70.0),EMPTY,TOW_01_T1(DMG:45.0),TOW_02_T2(DMG:126.0),TOW_04_T1(DMG:27.0),TOW_03_T3(DMG:127.5),TOW_01_T2(DMG:70.0),TOW_02_T3(DMG:181.0),EMPTY,TOW_03_T2(DMG:362.5),EMPTY,TOW_02_T1(DMG:85.5),TOW_01_T2(DMG:100.0),TOW_02_T3(DMG:153.5),TOW_01_T1(DMG:45.0),TOW_03_T1(DMG:52.5),EMPTY,TOW_02_T3(DMG:181.0),TOW_01_T3(DMG:170.0),EMPTY,TOW_01_T1(DMG:45.0),EMPTY,TOW_04_T2(DMG:229.5),TOW_03_T3(DMG:127.5),TOW_01_T1(DMG:45.0),TOW_02_T1(DMG:85.5),TOW_01_T1(DMG:45.0),TOW_03_T1(DMG:52.5)
1808,LOSS,8,879.2,37,11,0,59,24,6,12,6,0,60,60,0,0.2,0.4,0.0,0.0,EMPTY,TOW_03_T1(DMG:83.2),TOW_01_T2(DMG:35.0),TOW_02_T3(DMG:277.2),TOW_01_T2(DMG:45.0),EMPTY,TOW_04_T2(DMG:51.1),TOW_02_T3(DMG:167.2),TOW_01_T1(DMG:17.5),EMPTY,EMPTY,TOW_02_T2(DMG:178.5),EMPTY,TOW_03_T3(DMG:160.8),TOW_01_T2(DMG:35.0),EMPTY,EMPTY,TOW_03_T2(DMG:114.2),EMPTY,TOW_02_T3(DMG:194.7),TOW_01_T1(DMG:17.5),TOW_02_T3(DMG:167.2),TOW_01_T3(DMG:150.0),TOW_03_T2(DMG:114.2),TOW_04_T2(DMG:51.1),EMPTY,EMPTY,EMPTY,TOW_01_T1(DMG:17.5),TOW_02_T2(DMG:118.5),TOW_04_T2(DMG:51.1),TOW_03_T2(DMG:114.2),TOW_01_T2(DMG:35.0),TOW_02_T1(DMG:89.2),TOW_01_T1(DMG:17.5),EMPTY
1809,LOSS,8,1220.6,38,10,0,57,26,12,6,8,0,90,90,0,0.0,0.0,0.2,0.0,EMPTY,TOW_03_T1(DMG:115.5),TOW_01_T1(DMG:15.0),TOW_02_T3(DMG:200.0),TOW_01_T1(DMG:15.0),EMPTY,TOW_04_T2(DMG:49.5),TOW_02_T3(DMG:172.5),TOW_01_T3(DMG:60.0),EMPTY,TOW_01_T1(DMG:15.0),TOW_02_T2(DMG:135.0),EMPTY,TOW_03_T2(DMG:149.5),TOW_01_T1(DMG:15.0),TOW_02_T1(DMG:112.5),EMPTY,TOW_03_T3(DMG:720.5),EMPTY,EMPTY,TOW_01_T1(DMG:15.0),EMPTY,TOW_01_T3(DMG:60.0),TOW_03_T1(DMG:115.5),TOW_04_T2(DMG:229.5),TOW_02_T3(DMG:282.5),EMPTY,EMPTY,TOW_01_T2(DMG:30.0),TOW_02_T1(DMG:112.5),TOW_04_T1(DMG:27.0),TOW_03_T3(DMG:200.5),TOW_01_T1(DMG:15.0),TOW_02_T2(DMG:135.0),TOW_01_T1(DMG:15.0),TOW_03_T3(DMG:720.5)
1810,LOSS,8,1138.6,38,11,0,58,25,10,7,8,0,60,30,0,0.0,0.2,0.8,0.0,EMPTY,TOW_03_T3(DMG:702.8),TOW_01_T2(DMG:31.0),TOW_02_T1(DMG:86.2),EMPTY,TOW_03_T2(DMG:392.3),EMPTY,TOW_02_T3(DMG:156.2),TOW_01_T2(DMG:31.0),EMPTY,TOW_01_T1(DMG:15.5),TOW_02_T1(DMG:86.2),TOW_04_T2(DMG:51.1),TOW_03_T2(DMG:112.2),TOW_01_T1(DMG:15.5),TOW_02_T3(DMG:156.2),EMPTY,TOW_03_T1(DMG:65.2),EMPTY,TOW_02_T1(DMG:86.2),TOW_01_T1(DMG:15.5),TOW_02_T3(DMG:183.8),TOW_01_T1(DMG:15.5),EMPTY,TOW_04_T3(DMG:89.9),TOW_02_T2(DMG:127.5),TOW_01_T2(DMG:31.0),EMPTY,EMPTY,TOW_02_T3(DMG:183.8),EMPTY,TOW_03_T3(DMG:182.8),TOW_01_T1(DMG:15.5),EMPTY,TOW_01_T3(DMG:62.0),TOW_03_T1(DMG:65.2)
1811,LOSS,8,457.8,39,13,0,63,27,7,13,7,0,60,30,30,0.0,0.2,0.2,0.0,EMPTY,TOW_03_T3(DMG:147.0),TOW_01_T1(DMG:16.0),TOW_02_T2(DMG:114.0),TOW_01_T2(DMG:72.0),TOW_03_T3(DMG:147.0),TOW_04_T1(DMG:58.8),TOW_02_T2(DMG:174.0),TOW_01_T2(DMG:42.0),EMPTY,TOW_01_T1(DMG:16.0),TOW_02_T1(DMG:87.0),TOW_04_T3(DMG:314.8),EMPTY,TOW_01_T3(DMG:64.0),TOW_02_T3(DMG:269.0),EMPTY,TOW_03_T2(DMG:93.0),EMPTY,TOW_02_T2(DMG:174.0),TOW_01_T2(DMG:32.0),TOW_02_T1(DMG:87.0),TOW_01_T2(DMG:32.0),TOW_03_T2(DMG:93.0),TOW_04_T1(DMG:58.8),TOW_02_T2(DMG:114.0),TOW_01_T2(DMG:32.0),EMPTY,EMPTY,TOW_02_T3(DMG:159.0),TOW_04_T1(DMG:58.8),TOW_03_T2(DMG:93.0),TOW_01_T2(DMG:42.0),EMPTY,TOW_01_T3(DMG:84.0),EMPTY
1812,LOSS,8,1167.8,37,10,0,57,24,9,7,8,0,90,0,0,0.0,0.0,0.0,0.4,EMPTY,TOW_03_T1(DMG:23.2),TOW_01_T2(DMG:31.0),EMPTY,TOW_01_T3(DMG:62.0),TOW_03_T1(DMG:23.2),TOW_04_T2(DMG:298.4),TOW_02_T3(DMG:285.2),TOW_01_T1(DMG:15.5),EMPTY,EMPTY,TOW_02_T3(DMG:175.2),EMPTY,TOW_03_T2(DMG:54.2),TOW_01_T3(DMG:142.0),TOW_02_T1(DMG:113.2),TOW_01_T1(DMG:15.5),TOW_03_T3(DMG:100.8),EMPTY,EMPTY,EMPTY,TOW_02_T2(DMG:136.5),TOW_01_T2(DMG:71.0),TOW_03_T3(DMG:100.8),TOW_04_T2(DMG:64.4),TOW_02_T1(DMG:113.2),TOW_01_T1(DMG:15.5),EMPTY,EMPTY,TOW_02_T3(DMG:175.2),TOW_04_T2(DMG:64.4),TOW_03_T1(DMG:23.2),TOW_01_T1(DMG:15.5),TOW_02_T3(DMG:202.8),EMPTY,EMPTY
1813,LOSS,8,1011.3,40,12,0,63,28,11,11,6,30,30,0,60,0.0,0.4,0.4,0.0,EMPTY,TOW_03_T2(DMG:68.2),TOW_01_T1(DMG:45.5),TOW_02_T1(DMG:59.2),TOW_01_T2(DMG:71.0),TOW_03_T3(DMG:126.8),TOW_04_T2(DMG:111.2),TOW_02_T2(DMG:88.5),EMPTY,EMPTY,TOW_01_T3(DMG:172.0),TOW_02_T2(DMG:88.5),TOW_04_T2(DMG:111.2),TOW_03_T1(DMG:29.3),EMPTY,TOW_02_T2(DMG:88.5),TOW_01_T1(DMG:45.5),TOW_03_T3(DMG:646.8),EMPTY,TOW_02_T3(DMG:164.7),EMPTY,TOW_02_T3(DMG:137.2),TOW_01_T1(DMG:45.5),TOW_03_T1(DMG:29.3),TOW_04_T1(DMG:87.9),TOW_02_T1(DMG:59.2),TOW_01_T2(DMG:61.0),EMPTY,TOW_01_T2(DMG:71.0),TOW_02_T2(DMG:103.5),TOW_04_T3(DMG:149.9),TOW_03_T1(DMG:29.3),EMPTY,TOW_02_T2(DMG:103.5),TOW_01_T1(DMG:45.5),TOW_03_T1(DMG:29.3)
1814,LOSS,8,1351.0,37,13,0,61,26,6,15,5,30,0,0,30,0.2,0.4,0.2,0.0,EMPTY,EMPTY,TOW_01_T2(DMG:65.0),TOW_02_T2(DMG:73.5),EMPTY,TOW_03_T2(DMG:61.2),TOW_04_T3(DMG:119.9),TOW_02_T2(DMG:118.5),TOW_01_T2(DMG:65.0),EMPTY,TOW_01_T2(DMG:105.0),TOW_02_T2(DMG:58.5),EMPTY,TOW_03_T1(DMG:26.2),TOW_01_T1(DMG:47.5),TOW_02_T2(DMG:118.5),TOW_01_T2(DMG:65.0),TOW_03_T1(DMG:26.2),EMPTY,TOW_02_T2(DMG:58.5),TOW_01_T3(DMG:100.0),TOW_02_T1(DMG:29.3),EMPTY,TOW_03_T3(DMG:113.8),EMPTY,TOW_02_T2(DMG:58.5),TOW_01_T3(DMG:180.0),EMPTY,TOW_01_T2(DMG:65.0),TOW_02_T1(DMG:29.3),EMPTY,TOW_03_T2(DMG:61.2),TOW_01_T2(DMG:65.0),TOW_02_T3(DMG:134.7),TOW_01_T2(DMG:65.0),TOW_03_T1(DMG:26.2)
1815,WIN,8,0.0,42,12,4,65,28,9,11,8,60,0,30,60,0.2,0.0,0.4,0.0,EMPTY,TOW_03_T3(DMG:680.0),EMPTY,TOW_02_T2(DMG:48.0),TOW_01_T2(DMG:96.0),TOW_03_T2(DMG:100.0),TOW_04_T3(DMG:344.8),EMPTY,TOW_01_T1(DMG:78.0),EMPTY,TOW_01_T2(DMG:106.0),TOW_02_T3(DMG:88.0),TOW_04_T2(DMG:304.8),TOW_03_T2(DMG:380.0),TOW_01_T1(DMG:78.0),TOW_02_T3(DMG:88.0),TOW_01_T1(DMG:78.0),EMPTY,EMPTY,TOW_02_T1(DMG:24.0),TOW_01_T1(DMG:78.0),TOW_02_T2(DMG:108.0),TOW_01_T1(DMG:78.0),TOW_03_T3(DMG:680.0),TOW_04_T2(DMG:112.8),TOW_02_T2(DMG:48.0),EMPTY,EMPTY,TOW_01_T3(DMG:132.0),TOW_02_T2(DMG:48.0),TOW_04_T1(DMG:88.8),TOW_03_T2(DMG:380.0),TOW_01_T1(DMG:78.0),TOW_02_T1(DMG:24.0),TOW_01_T3(DMG:132.0),TOW_03_T3(DMG:160.0)
1816,LOSS,8,1090.8,37,13,0,65,28,7,15,6,0,0,30,0,0.2,0.0,0.6,0.0,EMPTY,TOW_03_T3(DMG:173.0),EMPTY,TOW_02_T2(DMG:48.0),TOW_01_T2(DMG:36.0),TOW_03_T3(DMG:173.0),TOW_04_T2(DMG:52.8),TOW_02_T2(DMG:63.0),TOW_01_T1(DMG:18.0),EMPTY,TOW_01_T2(DMG:36.0),TOW_02_T3(DMG:88.0),TOW_04_T1(DMG:28.8),TOW_03_T3(DMG:173.0),TOW_01_T1(DMG:18.0),EMPTY,TOW_01_T2(DMG:36.0),TOW_03_T1(DMG:63.0),EMPTY,TOW_02_T2(DMG:48.0),TOW_01_T3(DMG:72.0),TOW_02_T2(DMG:48.0),TOW_01_T1(DMG:18.0),TOW_03_T2(DMG:107.0),EMPTY,TOW_02_T2(DMG:48.0),TOW_01_T2(DMG:46.0),EMPTY,TOW_01_T2(DMG:76.0),TOW_02_T1(DMG:24.0),TOW_04_T2(DMG:52.8),TOW_03_T3(DMG:173.0),TOW_01_T2(DMG:46.0),EMPTY,TOW_01_T1(DMG:18.0),TOW_03_T2(DMG:387.0)
1817,LOSS,8,1390.0,35,10,0,54,26,12,10,4,30,0,30,0,0.0,0.4,0.6,0.0,EMPTY,TOW_03_T1(DMG:61.5),TOW_01_T2(DMG:70.0),TOW_02_T3(DMG:132.0),TOW_01_T1(DMG:45.0),EMPTY,TOW_04_T2(DMG:229.5),TOW_02_T1(DMG:28.5),TOW_01_T1(DMG:45.0),EMPTY,TOW_01_T2(DMG:100.0),EMPTY,TOW_04_T2(DMG:49.5),TOW_03_T1(DMG:61.5),TOW_01_T1(DMG:45.0),TOW_02_T3(DMG:214.5),TOW_01_T2(DMG:60.0),TOW_03_T3(DMG:686.5),EMPTY,TOW_02_T1(DMG:28.5),TOW_01_T1(DMG:45.0),TOW_02_T2(DMG:57.0),TOW_01_T1(DMG:45.0),TOW_03_T1(DMG:61.5),TOW_04_T1(DMG:27.0),TOW_02_T2(DMG:57.0),TOW_01_T2(DMG:60.0),EMPTY,EMPTY,TOW_02_T2(DMG:57.0),TOW_04_T2(DMG:49.5),EMPTY,TOW_01_T3(DMG:90.0),EMPTY,EMPTY,TOW_03_T1(DMG:61.5)
1818,LOSS,8,1147.1,38,10,0,57,25,9,11,5,30,0,0,0,0.0,0.2,0.6,0.0,EMPTY,EMPTY,TOW_01_T2(DMG:101.0),EMPTY,TOW_01_T2(DMG:61.0),TOW_03_T1(DMG:32.3),TOW_04_T2(DMG:51.1),TOW_02_T2(DMG:52.5),EMPTY,EMPTY,TOW_01_T3(DMG:92.0),TOW_02_T1(DMG:26.2),EMPTY,TOW_03_T2(DMG:355.2),TOW_01_T2(DMG:61.0),TOW_02_T1(DMG:26.2),TOW_01_T3(DMG:172.0),TOW_03_T1(DMG:32.3),EMPTY,EMPTY,EMPTY,TOW_02_T1(DMG:26.2),TOW_01_T3(DMG:172.0),TOW_03_T1(DMG:32.3),TOW_04_T3(DMG:89.9),TOW_02_T2(DMG:52.5),EMPTY,EMPTY,TOW_01_T1(DMG:45.5),TOW_02_T2(DMG:52.5),TOW_04_T1(DMG:27.9),TOW_03_T3(DMG:1179.8),TOW_01_T2(DMG:61.0),TOW_02_T1(DMG:26.2),TOW_01_T2(DMG:71.0),TOW_03_T2(DMG:75.3)
1819,LOSS,8,1328.8,41,9,0,59,24,9,8,7,30,30,60,0,0.2,0.2,0.8,0.0,EMPTY,TOW_03_T1(DMG:94.5),TOW_01_T1(DMG:47.0),EMPTY,TOW_01_T1(DMG:47.0),TOW_03_T3(DMG:729.5),EMPTY,EMPTY,TOW_01_T2(DMG:64.0),EMPTY,TOW_01_T1(DMG:47.0),TOW_02_T2(DMG:96.0),TOW_04_T1(DMG:27.0),TOW_03_T1(DMG:94.5),TOW_01_T2(DMG:64.0),EMPTY,TOW_01_T3(DMG:98.0),TOW_03_T1(DMG:94.5),EMPTY,TOW_02_T3(DMG:123.5),TOW_01_T3(DMG:178.0),TOW_02_T2(DMG:81.0),TOW_01_T2(DMG:74.0),EMPTY,TOW_04_T2(DMG:229.5),EMPTY,TOW_01_T3(DMG:118.0),EMPTY,TOW_01_T2(DMG:74.0),TOW_02_T1(DMG:55.5),EMPTY,EMPTY,TOW_01_T3(DMG:118.0),TOW_02_T3(DMG:233.5),TOW_01_T1(DMG:47.0),TOW_03_T2(DMG:140.5)
1820,LOSS,8,989.8,38,11,0,58,30,16,7,7,30,30,60,0,0.0,0.0,0.2,0.0,EMPTY,TOW_03_T1(DMG:85.5),TOW_01_T3(DMG:90.0),EMPTY,TOW_01_T1(DMG:45.0),TOW_03_T3(DMG:690.5),TOW_04_T2(DMG:49.5),TOW_02_T3(DMG:222.5),TOW_01_T1(DMG:45.0),EMPTY,TOW_01_T1(DMG:45.0),TOW_02_T1(DMG:52.5),TOW_04_T2(DMG:49.5),TOW_03_T2(DMG:119.5),TOW_01_T1(DMG:45.0),TOW_02_T1(DMG:52.5),TOW_01_T1(DMG:45.0),TOW_03_T3(DMG:690.5),EMPTY,TOW_02_T1(DMG:52.5),TOW_01_T1(DMG:45.0),TOW_02_T2(DMG:75.0),TOW_01_T2(DMG:60.0),TOW_03_T3(DMG:170.5),TOW_04_T1(DMG:27.0),TOW_02_T1(DMG:52.5),TOW_01_T1(DMG:45.0),EMPTY,TOW_01_T2(DMG:60.0),TOW_02_T3(DMG:112.5),EMPTY,TOW_03_T1(DMG:85.5),TOW_01_T2(DMG:60.0),TOW_02_T1(DMG:52.5),TOW_01_T3(DMG:90.0),TOW_03_T1(DMG:85.5)
